J-BAG     324
D-BONE    244

j,joins,38
r,jarls,24
j,ha,er,20
r,ham,groom,24
j,arc,11
r,levied,20
j,dig,7
r,groomee,13
j,cunts,10
r,anal,10
j,null,15
r,peas,9
j,go,ox,28
r,if,fox,18
j,gob,bi,xi,19
r,tea,bit,9
j,teary,24
r,woe,were,27
j,quote,42
r,tarc,doeth,32
j,ow,do,tow,25
r,ate,at,7
j,quoter,eerie,25
r,veld,16
j,bam,ado,mow,26
r,toast,7
j,any,at,24
r,beg,gif,14
j,in,id,10
r,fir,12
